剧名称	group_title	发弹幕时刻相对于视频起始时间偏移量	累计点赞数	弹幕内容
十八岁太奶奶驾到，重整家族荣耀第三部	第4集	64626	0	[什么]
十八岁太奶奶驾到，重整家族荣耀第三部	第3集	188864	0	傻傻的[偷笑]
幸得相遇离婚时	第2集	53287	1	[送花][送花][送花]
十八岁太奶奶驾到，重整家族荣耀第三部	第1集	12390	0	来了，来了
那年冬至	第1集	159325	0	唱得真好，好好听
天下第一纨绔	第4集	118767	0	驸马不就是个养老职务
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	75421	0	[捂脸][捂脸][捂脸]
十八岁太奶奶驾到，重整家族荣耀第三部	第4集	73240	0	这怀孕的女的一看就大很多啊
十八岁太奶奶驾到，重整家族荣耀第三部	第3集	120710	0	真的好
幸得相遇离婚时	第3集	14967	0	确定有这么多人在没睡觉？？
十八岁太奶奶驾到，重整家族荣耀第三部	第3集	29737	0	太萌太萌，太可爱了，太可爱了。[爱慕]
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	180570	165	哈哈奥特曼
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	191080	11	啊？
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	106859	0	好油
那年冬至	第3集	130469	0	[捂脸][捂脸][捂脸]
天下第一纨绔	第3集	62005	0	捧杀
撕夜	第3集	102445	0	手疼~
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	153438	0	五条吗？
那年冬至	第5集	67887	0	我们听到了哦，帮你记住了哦
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	4977	0	六六六你
北往	第2集	60696	0	这破摩托挺耗油的吧？
北往	第1集	174139	6	荣英
北往	第1集	248844	0	有父母真好[哭]
北往	第1集	91329	0	[笑哭][笑哭][笑哭]
十八岁太奶奶驾到，重整家族荣耀第三部	第1集	99558	0	其他人都有成功人士的形象在，就这女主，永远这幅表情！
十八岁太奶奶驾到，重整家族荣耀第三部	第3集	201887	0	不是啊[笑哭]
北往	第1集	166890	0	掌公主
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	113369	0	停停停[捂脸]
十八岁太奶奶驾到，重整家族荣耀第三部	第1集	10103	0	来了来了
撕夜	第1集	45	0	四刷了
北往	第2集	8106	1	二刷[爱慕][爱慕][爱慕][爱慕]
那年冬至	第4集	119828	0	[捂脸][捂脸][捂脸][捂脸][捂脸]
那年冬至	第4集	35831	0	[爱慕][爱慕][爱慕]
北往	第1集	24970	0	这是拿的甘蔗打架？
那年冬至	第1集	77562	0	[笑哭][笑哭][笑哭]
荒年全村啃树皮，我有系统满仓肉	第1集	114301	0	三刷了
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	68509	0	有点像张晚意
十八岁太奶奶驾到，重整家族荣耀第三部	第1集	4339	0	Hello hello也是终于看到第三部了
幸得相遇离婚时	第2集	81336	0	红果深得我心
北往	第1集	33156	0	许成名[捂脸]我以为喊我呢[偷笑]
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	195166	0	光的男人
那年冬至	第1集	38984	0	我来了！
十八岁太奶奶驾到，重整家族荣耀第三部	第3集	180021	0	本性难移
撕夜	第4集	79753	14	无师自通吗[笑哭]
北往	第3集	71147	0	姑娘是他俩的[哭]
十八岁太奶奶驾到，重整家族荣耀第三部	第4集	73034	0	哈哈哈哈
十八岁太奶奶驾到，重整家族荣耀第三部	第3集	203858	0	寒寒好可爱
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	240815	0	萌
北往	第1集	133057	5	还有磊子耶
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	93876	0	停停停，哪里掏出来的纸？
十八岁太奶奶驾到，重整家族荣耀第三部	第1集	8498	0	第三部终于出了呀
北往	第2集	9956	0	没有导航
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	81489	0	好多帅的
十八岁太奶奶驾到，重整家族荣耀第三部	第1集	9161	0	来了来了[笑][笑][笑]
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	84618	0	太帅啦
十八岁太奶奶驾到，重整家族荣耀第三部	第1集	133711	0	梅开三度[捂脸]
撕夜	第1集	20117	0	二刷。
家里家外	第2集	225256	0	这蜂窝真结实摔了几次都没碎。
十八岁太奶奶驾到，重整家族荣耀第三部	第5集	17363	0	司机的孩子[吃瓜][吃瓜][吃瓜]
十八岁太奶奶驾到，重整家族荣耀第三部	第1集	78727	0	终于出了
家里家外	第4集	50374	2	后妈不好当
十八岁太奶奶驾到，重整家族荣耀第三部	第3集	65205	0	七七四十九天那么多啊[捂脸]
十八岁太奶奶驾到，重整家族荣耀第三部	第1集	99086	12	短剧追的最勤的一部
十八岁太奶奶驾到，重整家族荣耀第三部	第3集	174889	0	什么东西[舔屏]
荒年全村啃树皮，我有系统满仓肉	第1集	71002	0	都死了，还找男模[捂脸][捂脸]
那年冬至	第2集	17865	0	[笑哭][笑哭][笑哭]
北往	第5集	16174	0	他也在啊
天下第一纨绔	第1集	190336	0	皇帝自己逛青楼，看不惯别人逛青楼[笑哭][笑哭][笑哭]
北往	第1集	22802	0	那是甘蔗，还没走到地方，就吃完了么！！！[捂脸][捂脸]
十八岁太奶奶驾到，重整家族荣耀第三部	第1集	90211	0	帅气
家里家外	第3集	52516	0	这口音正宗！
家里家外	第5集	118758	0	夺起
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	72155	0	真的好看耶
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	70763	0	我的妈呀！一家个个都是帅哥呀！
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	33258	0	崇拜崇敬的是他的长相帅气吧[偷笑]
北往	第2集	30765	2	挺好，手一滑啦，到家了[捂脸][捂脸][捂脸]
十八岁太奶奶驾到，重整家族荣耀第三部	第3集	37933	0	不是天才搞科研的吗？
家里家外	第2集	254366	0	高坪区不是南充哇[捂脸]
十八岁太奶奶驾到，重整家族荣耀第三部	第1集	190840	0	《大孩子》[捂脸]
那年冬至	第5集	147778	0	答应的真快[笑哭]
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	202575	0	[捂脸]
十八岁太奶奶驾到，重整家族荣耀第三部	第4集	16790	0	[捂脸]装傻呀
幸得相遇离婚时	第4集	48798	0	你坐的小金人，有啥需要解释的…
十八岁太奶奶驾到，重整家族荣耀第三部	第1集	16636	0	太酷了吧
北往	第5集	116965	2	[笑哭][笑哭][笑哭]
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	100545	0	现在谁在看？现在是2026年。5月7日。
十八岁太奶奶驾到，重整家族荣耀第三部	第5集	121734	0	添添变甜甜啦[爱慕][爱慕][爱慕]
天下第一纨绔	第1集	187988	0	皇帝逛青楼？
撕夜	第3集	102719	0	绑着不方便？这台词有点东西
幸得相遇离婚时	第4集	2683	0	超级喜欢男主，每一部剧都想看完
十八岁太奶奶驾到，重整家族荣耀第三部	第5集	171073	0	此人也是本色出演了
十八岁太奶奶驾到，重整家族荣耀第三部	第4集	86994	0	[偷笑][偷笑]
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	115121	0	还是老四最帅
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	237001	0	俺不中了
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	107571	0	都看了五遍了[没看够][没看够][没看够]
云渺1：我修仙多年强亿点怎么了	第2集	2310	4	豆芽，云渺小姐来了
十八岁太奶奶驾到，重整家族荣耀第三部	第1集	61906	0	秒打脸。[笑哭]
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	26033	0	[送花][送花][送花]
天下第一纨绔	第3集	38201	0	顾廷烨？[思考]
十八岁太奶奶驾到，重整家族荣耀第三部	第4集	6652	0	[捂脸]
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	201099	0	笑不活了
十八岁太奶奶驾到，重整家族荣耀第三部	第1集	98842	0	英宝
十八岁太奶奶驾到，重整家族荣耀第三部	第3集	174694	0	[笑哭][笑哭][笑哭][笑哭]
北往	第1集	241689	2	突然就好心酸，好想哭
十八岁太奶奶驾到，重整家族荣耀第三部	第3集	71121	0	英宝叫妈妈就想笑[捂脸][捂脸]
撕夜	第3集	60729	0	前方高能[鼓掌][鼓掌]
十八岁太奶奶驾到，重整家族荣耀第三部	第1集	185225	0	哈哈哈
北往	第2集	18719	0	话说，骑这回去油费，路上吃住加起来比车票贵吧
云渺1：我修仙多年强亿点怎么了	第1集	126578	0	女相师来的[捂脸]
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	236058	0	好可爱[爱慕][爱慕][爱慕]
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	17219	0	添添[爱慕]
家里家外	第5集	71296	2	天津话短剧支持
十八岁太奶奶驾到，重整家族荣耀第三部	第3集	185212	0	[捂脸][捂脸][捂脸]
北往	第5集	63113	0	和落叶归根剧情差不多
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	181937	0	这是圆第二季结尾呢[鼓掌]
天下第一纨绔	第1集	288122	0	玄幻？[捂脸]
北往	第1集	232371	0	哎呀，这一刀挨的
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	93621	0	好会聊啊。
幸得相遇离婚时	第4集	47660	0	爱上怀孕的我
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	128303	0	前面的好猎奇
十八岁太奶奶驾到，重整家族荣耀第三部	第3集	52474	16	[震惊][震惊]
十八岁太奶奶驾到，重整家族荣耀第三部	第3集	185980	0	[捂脸][捂脸][捂脸]
幸得相遇离婚时	第1集	132441	3	绝了[鼓掌][鼓掌]
十八岁太奶奶驾到，重整家族荣耀第三部	第5集	102117	0	超级加辈[偷笑]
那年冬至	第2集	166246	0	居然还有白月光
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	215540	0	这是～被打傻了？
那年冬至	第2集	14884	0	哟哟哟~害羞了~[偷笑]
十八岁太奶奶驾到，重整家族荣耀第三部	第4集	30676	54	不会爱他的家产吧[什么]
北往	第5集	136817	0	哈哈哈哈哈
十八岁太奶奶驾到，重整家族荣耀第三部	第3集	32530	0	这不是在暗示蛋仔派对是给5岁小孩玩的吗[笑哭]
十八岁太奶奶驾到，重整家族荣耀第三部	第4集	49620	0	骗子全肯定
荒年全村啃树皮，我有系统满仓肉	第1集	22606	0	二刷
天下第一纨绔	第3集	53142	0	捧杀，太高明
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	80956	0	哇塞，17郎
北往	第5集	121750	0	你俩不着急回家了[笑哭][笑哭][笑哭]
那年冬至	第3集	15928	0	我：6@@
十八岁太奶奶驾到，重整家族荣耀第三部	第3集	147505	0	太奶的医商远在你之上
家里家外	第4集	68648	0	好啊[捂脸][捂脸][捂脸]
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	68624	0	科研屌丝
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	106929	0	我天，这个小王子太油了吧l
十八岁太奶奶驾到，重整家族荣耀第三部	第1集	42793	0	那个叫小少爷的也演过其它剧，还是同一部剧
北往	第3集	91573	0	越听越气
十八岁太奶奶驾到，重整家族荣耀第三部	第3集	172857	0	[捂脸][捂脸]
北往	第5集	138705	0	[捂脸][捂脸][捂脸][捂脸]
天下第一纨绔	第5集	50374	0	[笑哭][笑哭][笑哭][笑哭]
天下第一纨绔	第5集	43727	0	[笑哭][笑哭][笑哭][笑哭]
十八岁太奶奶驾到，重整家族荣耀第三部	第1集	5288	0	好想你呀太奶[送心]
十八岁太奶奶驾到，重整家族荣耀第三部	第3集	191961	0	[捂脸][捂脸][捂脸]
天下第一纨绔	第3集	59418	0	这棒杀玩得溜啊
北往	第1集	194912	0	这剧上的真是时候
幸得相遇离婚时	第2集	61320	0	看不够，真的看不够
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	113981	0	啥都吃得下[偷笑][偷笑]
十八岁太奶奶驾到，重整家族荣耀第三部	第3集	241078	0	他真的好可爱。
十八岁太奶奶驾到，重整家族荣耀第三部	第1集	16423	1	终于等到了
北往	第3集	26075	3	像陈卓璇
十八岁太奶奶驾到，重整家族荣耀第三部	第1集	176828	0	老年上网[捂脸]
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	16686	0	期待
那年冬至	第2集	56344	0	趐趐可爱
天下第一纨绔	第1集	162889	0	又一个捧杀？
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	112405	0	王妈感觉又行了[爽][爽][爽]
十八岁太奶奶驾到，重整家族荣耀第三部	第1集	3507	5	太奶，你终于回来了
那年冬至	第2集	85867	0	好可爱
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	200911	0	哎呦我去[捂脸]
天下第一纨绔	第3集	79641	0	这后娘那好了，这是要把他养废
家里家外	第5集	81728	0	场景真实，演的也好，短剧里是一等一的不错！
北往	第1集	209357	0	妈太年轻了点
十八岁太奶奶驾到，重整家族荣耀第三部	第1集	158098	3	是老年大学[笑哭]
十八岁太奶奶驾到，重整家族荣耀第三部	第3集	137012	0	哈哈哈
撕夜	第3集	56592	0	没看够X100
十八岁太奶奶驾到，重整家族荣耀第三部	第3集	93255	132	婴儿肥[笑哭]
十八岁太奶奶驾到，重整家族荣耀第三部	第3集	150256	0	哦，you hahaha[赞]
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	88963	0	好帅爱了爱了[笑][笑][笑][笑]
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	80750	1	小王子
北往	第1集	230124	0	我的故友再也不能回去过年了
十八岁太奶奶驾到，重整家族荣耀第三部	第3集	126227	0	妙手回春。
云渺1：我修仙多年强亿点怎么了	第1集	140724	0	九十多[捂脸]
十八岁太奶奶驾到，重整家族荣耀第三部	第1集	119373	0	听这一声妈，我感觉好好想笑。[捂脸][捂脸]
十八岁太奶奶驾到，重整家族荣耀第三部	第3集	770	24	好可爱
那年冬至	第5集	132332	0	邓灵枢真可爱
天下第一纨绔	第2集	28035	0	怪侠一枝梅[捂脸] 我还桃花侠大战菊花怪了
十八岁太奶奶驾到，重整家族荣耀第三部	第3集	34154	0	好可怜
那年冬至	第4集	11919	0	[笑哭]
十八岁太奶奶驾到，重整家族荣耀第三部	第5集	88914	0	大哥:我的卡[捂脸][捂脸][捂脸]
十八岁太奶奶驾到，重整家族荣耀第三部	第4集	65227	0	咋憋住不笑的
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	111519	0	三少爷喜欢王妈
幸得相遇离婚时	第1集	21861	0	前面暗潮涌动那个 1
十八岁太奶奶驾到，重整家族荣耀第三部	第1集	173514	0	哈哈[捂脸]
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	97389	0	[笑哭]
十八岁太奶奶驾到，重整家族荣耀第三部	第4集	168738	0	梦娜他在里面姓唐。
北往	第2集	73487	0	这姑娘真讲究，跳河先把衣服脱了
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	202005	0	哈哈哈哈哈。
幸得相遇离婚时	第1集	120352	9	有没有觉得女主像汤唯？？？
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	91620	0	[偷笑]
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	256840	0	？蛋仔？停停停
十八岁太奶奶驾到，重整家族荣耀第三部	第3集	179153	0	笑死人了。
十八岁太奶奶驾到，重整家族荣耀第三部	第5集	82401	0	就是为了钱
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	110691	0	[偷笑][偷笑][偷笑]
北往	第2集	36424	0	人在囧途[捂脸]
天下第一纨绔	第3集	99621	0	慈母多败儿，故意的[笑哭]
北往	第1集	177439	0	这货烟瘾真大[笑哭]
十八岁太奶奶驾到，重整家族荣耀第三部	第3集	206643	0	恢复就老实了
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	183527	3	小王子秒变小孩子。[偷笑][偷笑][偷笑][笑哭][捂脸]
北往	第2集	97792	0	这咋骑河边去了还
北往	第5集	87697	0	老六[赞]
那年冬至	第2集	93422	0	[没看够]
十八岁太奶奶驾到，重整家族荣耀第三部	第1集	195702	0	太搞笑了
北往	第1集	41161	0	老演员啊
十八岁太奶奶驾到，重整家族荣耀第三部	第5集	123396	0	哈哈哈[笑哭]
家里家外	第4集	94434	0	哈哈被教育了
十八岁太奶奶驾到，重整家族荣耀第三部	第4集	88454	0	[大笑][大笑][大笑][大笑]
幸得相遇离婚时	第1集	48576	0	现在几点了
十八岁太奶奶驾到，重整家族荣耀第三部	第1集	24843	0	终于来了[送花][送花][送花]
云渺1：我修仙多年强亿点怎么了	第5集	92076	0	早去早死，感觉像是在骂人一样。
十八岁太奶奶驾到，重整家族荣耀第三部	第1集	175406	0	好可爱
荒年全村啃树皮，我有系统满仓肉	第1集	101190	5	二刷了
十八岁太奶奶驾到，重整家族荣耀第三部	第1集	19429	0	赵廷义！
十八岁太奶奶驾到，重整家族荣耀第三部	第3集	240391	0	哈哈哈哈[偷笑][笑哭][偷笑]
那年冬至	第4集	4512	0	[捂脸][捂脸][捂脸]
天下第一纨绔	第3集	59834	0	知道什么叫捧杀不？还一群在那里说后娘好[捂脸][捂脸]
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	108409	0	哎呦，笑死了[捂脸]
十八岁太奶奶驾到，重整家族荣耀第三部	第3集	214638	0	我也想这么丢脸[笑哭][笑哭][笑哭]
家里家外	第3集	40345	0	感动到哭得有几个？
十八岁太奶奶驾到，重整家族荣耀第三部	第3集	178369	0	[笑哭][笑哭][笑哭][笑哭][笑哭]
十八岁太奶奶驾到，重整家族荣耀第三部	第3集	239255	0	可爱的小宝宝，哈哈
撕夜	第5集	57163	2	好心的女主宝宝呢[送花][送花]
天下第一纨绔	第3集	56560	0	这是被嫡母捧杀啊
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	111695	0	ber！添添…你…[捂脸]
十八岁太奶奶驾到，重整家族荣耀第三部	第1集	144548	0	重新遇见了我的重孙子
撕夜	第1集	15806	0	三刷了
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	111527	0	妈呀，一身鸡皮疙瘩
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	272094	0	[笑哭][笑哭][笑哭]
十八岁太奶奶驾到，重整家族荣耀第三部	第1集	75431	0	好喜欢
十八岁太奶奶驾到，重整家族荣耀第三部	第3集	196108	0	席星野醋坛子要翻了
幸得相遇离婚时	第1集	5874	0	[送花]
十八岁太奶奶驾到，重整家族荣耀第三部	第3集	251193	0	这针扎的，[捂脸]里三层外三层的
那年冬至	第5集	107118	0	那个房间不会是关于许戴青的吧
十八岁太奶奶驾到，重整家族荣耀第三部	第5集	50293	0	还是校草最帅
十八岁太奶奶驾到，重整家族荣耀第三部	第1集	95181	0	红豆生南国，纪家出男模
十八岁太奶奶驾到，重整家族荣耀第三部	第3集	184102	0	感觉三少爷呆呆的，好可爱
那年冬至	第2集	78075	0	女主宝宝腿好好看[爱慕]慕了
十八岁太奶奶驾到，重整家族荣耀第三部	第1集	20511	0	我去！太牛了！半夜上线 才这么点时间！这评论一万五了[捂脸]
十八岁太奶奶驾到，重整家族荣耀第三部	第1集	245224	0	好可爱[偷笑][偷笑][偷笑]
十八岁太奶奶驾到，重整家族荣耀第三部	第3集	39236	0	有点傻傻的
十八岁太奶奶驾到，重整家族荣耀第三部	第1集	95826	0	等到了[爱慕]
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	68700	9	三少闪亮登场[笑]
北往	第1集	22083	0	真吃啊
十八岁太奶奶驾到，重整家族荣耀第三部	第5集	79481	0	大哥受气包。
天下第一纨绔	第3集	76209	0	这个后娘
十八岁太奶奶驾到，重整家族荣耀第三部	第1集	24159	0	终于上线了[送花][送花][送花]
十八岁太奶奶驾到，重整家族荣耀第三部	第3集	171834	0	显眼包[捂脸]
十八岁太奶奶驾到，重整家族荣耀第三部	第3集	100893	0	看得人还挺多啊[偷笑][偷笑]
天下第一纨绔	第5集	12493	5	然后收获了惊喜
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	41635	17	陈添祥
那年冬至	第1集	159630	0	真猛
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	98142	0	哈哈哈哈哈
十八岁太奶奶驾到，重整家族荣耀第三部	第1集	8806	0	终于来了
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	108905	0	好家伙
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	109087	0	[偷笑][偷笑][偷笑]
十八岁太奶奶驾到，重整家族荣耀第三部	第1集	38430	0	又蓝毛了？？？
十八岁太奶奶驾到，重整家族荣耀第三部	第1集	166605	0	[偷笑][偷笑][偷笑]
十八岁太奶奶驾到，重整家族荣耀第三部	第5集	113820	0	她还真是老五的老婆[捂脸]
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	102151	0	鼻梁好高啊
十八岁太奶奶驾到，重整家族荣耀第三部	第1集	55302	0	[捂脸][捂脸][捂脸]
撕夜	第5集	2112	0	和我用的同款手机壳[偷笑][偷笑][偷笑]
十八岁太奶奶驾到，重整家族荣耀第三部	第3集	185543	0	萌到吐奶[捂脸][捂脸]
那年冬至	第2集	1277	0	嘴唇都压扁 笑死我了[笑哭]
撕夜	第1集	5497	0	四刷
十八岁太奶奶驾到，重整家族荣耀第三部	第3集	100203	0	没毛病，太没毛病了，她就是婴儿肥
十八岁太奶奶驾到，重整家族荣耀第三部	第3集	27826	0	萝卜刀
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	194027	0	你相信光吗[笑哭][笑哭][笑哭]
撕夜	第1集	19628	0	第二刷了
那年冬至	第1集	149918	0	[笑哭][笑哭][笑哭][笑哭][笑哭]
十八岁太奶奶驾到，重整家族荣耀第三部	第1集	186542	0	好搞笑啊
十八岁太奶奶驾到，重整家族荣耀第三部	第4集	60674	0	666，你吵到我的耳朵了。
十八岁太奶奶驾到，重整家族荣耀第三部	第1集	2157	0	终于，终于等到你了
十八岁太奶奶驾到，重整家族荣耀第三部	第1集	100137	0	英宝~
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	187536	0	哈哈哈哈
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	244764	0	这对吗
撕夜	第2集	67525	0	好帅呀
北往	第2集	21800	0	云南啊
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	164230	1	[没看够][没看够][没看够]
荒年全村啃树皮，我有系统满仓肉	第2集	138264	0	麻烦导演演的时候能不能？清楚点
十八岁太奶奶驾到，重整家族荣耀第三部	第1集	17449	0	哇哦终于看到了！！[爱慕]
北往	第5集	19456	0	[笑哭][笑哭][笑哭][笑哭]
十八岁太奶奶驾到，重整家族荣耀第三部	第1集	49368	0	[送花][送花][送花]
十八岁太奶奶驾到，重整家族荣耀第三部	第3集	62981	94	有救了有救了纪老三
那年冬至	第2集	40647	0	张翅一秒钟脸上八种表情 笑死
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	137841	0	[笑哭][笑哭][笑哭][笑哭][笑哭]
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	192495	0	你们相信光吗[思考]
家里家外	第5集	153384	0	说普通话就没这个感觉了。
十八岁太奶奶驾到，重整家族荣耀第三部	第1集	8668	0	终于上了！
北往	第2集	68601	0	不冷吗
十八岁太奶奶驾到，重整家族荣耀第三部	第1集	192606	0	强大阵容啊，每一个都是主角[赞][赞][赞][赞]
北往	第4集	6645	0	[捂脸][捂脸][捂脸][捂脸]
十八岁太奶奶驾到，重整家族荣耀第三部	第3集	171918	0	[捂脸][捂脸][捂脸][捂脸]
家里家外	第3集	89114	0	这个，ke过婚纱照成都口音
北往	第2集	70307	0	到东北得多冷啊，不冻抽抽了
北往	第2集	6992	0	还好，没骑自行车
天下第一纨绔	第4集	170705	0	配音乐的加鸡腿[爽][爱慕]
天下第一纨绔	第4集	165732	0	配乐一绝
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	109695	0	这真的对标科研人设吗
北往	第2集	18472	0	地图演得好[捂脸][捂脸][捂脸]
十八岁太奶奶驾到，重整家族荣耀第三部	第1集	12887	0	终于来了[偷笑]
十八岁太奶奶驾到，重整家族荣耀第三部	第1集	231517	0	叛逆小老头
十八岁太奶奶驾到，重整家族荣耀第三部	第1集	160256	0	老年大学666[捂脸][捂脸][捂脸]
幸得相遇离婚时	第2集	120718	0	二刷[送花][送花][爱慕][爱慕]
那年冬至	第3集	95626	0	风铃是王菲耳环做的么
十八岁太奶奶驾到，重整家族荣耀第三部	第4集	123845	0	圆形战士
十八岁太奶奶驾到，重整家族荣耀第三部	第1集	10998	0	终于上了。
十八岁太奶奶驾到，重整家族荣耀第三部	第4集	149065	0	能不全能吗？要不你去穿越一个试试
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	113952	0	[偷笑][偷笑][偷笑]666好好笑
十八岁太奶奶驾到，重整家族荣耀第三部	第3集	203035	0	咋这萌
十八岁太奶奶驾到，重整家族荣耀第三部	第3集	227615	0	哈哈哈[鼓掌]
荒年全村啃树皮，我有系统满仓肉	第2集	93076	0	伤口位置不对劲呀[捂脸]
十八岁太奶奶驾到，重整家族荣耀第三部	第3集	14490	1	都演过男主
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	118485	0	现代版的怪盗基德吗？抽象
十八岁太奶奶驾到，重整家族荣耀第三部	第1集	192440	0	哈哈哈哈哈[捂脸]
家里家外	第3集	165477	0	这方言真的是听得太亲切了
十八岁太奶奶驾到，重整家族荣耀第三部	第1集	11638	0	她来了[没看够][没看够][没看够][没看够]
幸得相遇离婚时	第3集	54429	0	但是这个剧女主孩子都有了，感觉剧情有点怪
那年冬至	第5集	126898	0	秒答应
那年冬至	第2集	25751	0	翅翅好萌呀[爱慕][爱慕][爱慕]
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	75267	0	好帅啊啊啊啊啊帅死我了
天下第一纨绔	第1集	62989	0	如烟大帝下凡历劫来了？
那年冬至	第1集	162435	0	你算错了，他不是使劲你要多留几个月备孕
十八岁太奶奶驾到，重整家族荣耀第三部	第3集	181145	0	还是别治了吧[捂脸]
十八岁太奶奶驾到，重整家族荣耀第三部	第1集	14512	0	[鼓掌][鼓掌][鼓掌]终于等到了
那年冬至	第3集	126124	0	翅翅好可爱[爱慕][爱慕]
那年冬至	第1集	66710	0	[赞]
十八岁太奶奶驾到，重整家族荣耀第三部	第1集	202468	0	哈哈哈哈[捂脸][捂脸][捂脸]
十八岁太奶奶驾到，重整家族荣耀第三部	第1集	181291	2	[爽][爽][爽]
十八岁太奶奶驾到，重整家族荣耀第三部	第4集	122701	4	妈妈是全能的[偷笑]
十八岁太奶奶驾到，重整家族荣耀第三部	第3集	180231	0	[捂脸][捂脸]
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	250674	0	《绝绝子》
天下第一纨绔	第3集	165411	1	这后妈真好
荒年全村啃树皮，我有系统满仓肉	第1集	144831	0	[送花][爱慕][送花][爱慕][送花][送花][爱慕]
十八岁太奶奶驾到，重整家族荣耀第三部	第3集	163818	0	有救了，但你接下来就可能要倒霉了[笑哭]
云渺1：我修仙多年强亿点怎么了	第2集	113316	0	这不是暗含的宗庆后吗？
幸得相遇离婚时	第3集	116122	0	在看
荒年全村啃树皮，我有系统满仓肉	第2集	212900	9	听着好心疼
北往	第1集	5491	1	还得是老皮的看得爽[笑哭][笑哭]
十八岁太奶奶驾到，重整家族荣耀第三部	第3集	254369	0	好萌啊
十八岁太奶奶驾到，重整家族荣耀第三部	第1集	107235	0	英宝，来了[爱慕][爱慕][爱慕]
十八岁太奶奶驾到，重整家族荣耀第三部	第3集	140961	0	[笑哭][笑哭][笑哭]
十八岁太奶奶驾到，重整家族荣耀第三部	第1集	174029	0	确实有老年大学
云渺1：我修仙多年强亿点怎么了	第1集	60318	0	还是这个云妙好看[鼓掌][鼓掌]
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	94875	0	好帅
荒年全村啃树皮，我有系统满仓肉	第1集	129524	0	[哭][哭][哭]
十八岁太奶奶驾到，重整家族荣耀第三部	第2集	94477	0	添添！[舔屏]
